frame,time,prob,box,emotions,facs,descriptions
83,3.32,1.0,"{'x': 760.3818969726562, 'y': 190.37759399414062, 'w': 585.5433959960938, 'h': 792.6034851074219}","[{'name': 'Admiration', 'score': 0.10978865623474121}, {'name': 'Adoration', 'score': 0.15203911066055298}, {'name': 'Aesthetic Appreciation', 'score': 0.08197562396526337}, {'name': 'Amusement', 'score': 0.36506161093711853}, {'name': 'Anger', 'score': 0.018847908824682236}, {'name': 'Anxiety', 'score': 0.05419393628835678}, {'name': 'Awe', 'score': 0.054554954171180725}, {'name': 'Awkwardness', 'score': 0.11400198936462402}, {'name': 'Boredom', 'score': 0.1417657881975174}, {'name': 'Calmness', 'score': 0.5261140465736389}, {'name': 'Concentration', 'score': 0.13156835734844208}, {'name': 'Confusion', 'score': 0.0713423639535904}, {'name': 'Contemplation', 'score': 0.06511253118515015}, {'name': 'Contempt', 'score': 0.0694223940372467}, {'name': 'Contentment', 'score': 0.4196349084377289}, {'name': 'Craving', 'score': 0.05262191593647003}, {'name': 'Desire', 'score': 0.22687183320522308}, {'name': 'Determination', 'score': 0.04612749442458153}, {'name': 'Disappointment', 'score': 0.08192242681980133}, {'name': 'Disgust', 'score': 0.028136445209383965}, {'name': 'Distress', 'score': 0.0799691379070282}, {'name': 'Doubt', 'score': 0.04900938272476196}, {'name': 'Ecstasy', 'score': 0.3273208439350128}, {'name': 'Embarrassment', 'score': 0.04924667626619339}, {'name': 'Empathic Pain', 'score': 0.03513280674815178}, {'name': 'Entrancement', 'score': 0.13442273437976837}, {'name': 'Envy', 'score': 0.016839414834976196}, {'name': 'Excitement', 'score': 0.23142527043819427}, {'name': 'Fear', 'score': 0.031731486320495605}, {'name': 'Guilt', 'score': 0.025931116193532944}, {'name': 'Horror', 'score': 0.014386681839823723}, {'name': 'Interest', 'score': 0.18812555074691772}, {'name': 'Joy', 'score': 0.5324891805648804}, {'name': 'Love', 'score': 0.3795108497142792}, {'name': 'Nostalgia', 'score': 0.08901523053646088}, {'name': 'Pain', 'score': 0.09063804149627686}, {'name': 'Pride', 'score': 0.122486412525177}, {'name': 'Realization', 'score': 0.10622873157262802}, {'name': 'Relief', 'score': 0.49817755818367004}, {'name': 'Romance', 'score': 0.11895741522312164}, {'name': 'Sadness', 'score': 0.053672678768634796}, {'name': 'Satisfaction', 'score': 0.8284253478050232}, {'name': 'Shame', 'score': 0.029876671731472015}, {'name': 'Surprise (negative)', 'score': 0.012893331237137318}, {'name': 'Surprise (positive)', 'score': 0.01627853699028492}, {'name': 'Sympathy', 'score': 0.034960463643074036}, {'name': 'Tiredness', 'score': 0.25873446464538574}, {'name': 'Triumph', 'score': 0.11229131370782852}]",,
92,3.68,0.9999969005584717,"{'x': 800.8363037109375, 'y': 185.69869995117188, 'w': 580.015869140625, 'h': 811.3877868652344}","[{'name': 'Admiration', 'score': 0.20031800866127014}, {'name': 'Adoration', 'score': 0.1747509241104126}, {'name': 'Aesthetic Appreciation', 'score': 0.122591033577919}, {'name': 'Amusement', 'score': 0.2623462975025177}, {'name': 'Anger', 'score': 0.03467744588851929}, {'name': 'Anxiety', 'score': 0.09469102323055267}, {'name': 'Awe', 'score': 0.11721498519182205}, {'name': 'Awkwardness', 'score': 0.22081317007541656}, {'name': 'Boredom', 'score': 0.37291884422302246}, {'name': 'Calmness', 'score': 0.49406561255455017}, {'name': 'Concentration', 'score': 0.4012441635131836}, {'name': 'Confusion', 'score': 0.2917514145374298}, {'name': 'Contemplation', 'score': 0.2379799336194992}, {'name': 'Contempt', 'score': 0.16836586594581604}, {'name': 'Contentment', 'score': 0.20493483543395996}, {'name': 'Craving', 'score': 0.1389729380607605}, {'name': 'Desire', 'score': 0.23665441572666168}, {'name': 'Determination', 'score': 0.1213325709104538}, {'name': 'Disappointment', 'score': 0.18124432861804962}, {'name': 'Disgust', 'score': 0.05325238034129143}, {'name': 'Distress', 'score': 0.10040612518787384}, {'name': 'Doubt', 'score': 0.2525881230831146}, {'name': 'Ecstasy', 'score': 0.06031101569533348}, {'name': 'Embarrassment', 'score': 0.07414469122886658}, {'name': 'Empathic Pain', 'score': 0.04443524777889252}, {'name': 'Entrancement', 'score': 0.17518818378448486}, {'name': 'Envy', 'score': 0.05126456916332245}, {'name': 'Excitement', 'score': 0.11694234609603882}, {'name': 'Fear', 'score': 0.05618121102452278}, {'name': 'Guilt', 'score': 0.048126835376024246}, {'name': 'Horror', 'score': 0.02294296585023403}, {'name': 'Interest', 'score': 0.46144604682922363}, {'name': 'Joy', 'score': 0.17640025913715363}, {'name': 'Love', 'score': 0.2150026112794876}, {'name': 'Nostalgia', 'score': 0.08916277438402176}, {'name': 'Pain', 'score': 0.051756154745817184}, {'name': 'Pride', 'score': 0.0999622792005539}, {'name': 'Realization', 'score': 0.16760805249214172}, {'name': 'Relief', 'score': 0.11503016948699951}, {'name': 'Romance', 'score': 0.12745451927185059}, {'name': 'Sadness', 'score': 0.09649930149316788}, {'name': 'Satisfaction', 'score': 0.27070748805999756}, {'name': 'Shame', 'score': 0.047753337770700455}, {'name': 'Surprise (negative)', 'score': 0.03272530063986778}, {'name': 'Surprise (positive)', 'score': 0.03507944196462631}, {'name': 'Sympathy', 'score': 0.05836523324251175}, {'name': 'Tiredness', 'score': 0.18934547901153564}, {'name': 'Triumph', 'score': 0.052788592875003815}]",,
100,4.0,0.9999959468841553,"{'x': 790.8858032226562, 'y': 198.94509887695312, 'w': 602.4281616210938, 'h': 815.5290832519531}","[{'name': 'Admiration', 'score': 0.22607460618019104}, {'name': 'Adoration', 'score': 0.2163712978363037}, {'name': 'Aesthetic Appreciation', 'score': 0.11785290390253067}, {'name': 'Amusement', 'score': 0.41771745681762695}, {'name': 'Anger', 'score': 0.03542052581906319}, {'name': 'Anxiety', 'score': 0.08306648582220078}, {'name': 'Awe', 'score': 0.12886729836463928}, {'name': 'Awkwardness', 'score': 0.21120530366897583}, {'name': 'Boredom', 'score': 0.2315307855606079}, {'name': 'Calmness', 'score': 0.4057910442352295}, {'name': 'Concentration', 'score': 0.2917088270187378}, {'name': 'Confusion', 'score': 0.2670760452747345}, {'name': 'Contemplation', 'score': 0.16153743863105774}, {'name': 'Contempt', 'score': 0.136840358376503}, {'name': 'Contentment', 'score': 0.2495410144329071}, {'name': 'Craving', 'score': 0.08344731479883194}, {'name': 'Desire', 'score': 0.14191198348999023}, {'name': 'Determination', 'score': 0.0912507027387619}, {'name': 'Disappointment', 'score': 0.13584473729133606}, {'name': 'Disgust', 'score': 0.058574747294187546}, {'name': 'Distress', 'score': 0.09707926213741302}, {'name': 'Doubt', 'score': 0.19380919635295868}, {'name': 'Ecstasy', 'score': 0.0922931358218193}, {'name': 'Embarrassment', 'score': 0.07128394395112991}, {'name': 'Empathic Pain', 'score': 0.04503335431218147}, {'name': 'Entrancement', 'score': 0.1522819548845291}, {'name': 'Envy', 'score': 0.044374383985996246}, {'name': 'Excitement', 'score': 0.2098015993833542}, {'name': 'Fear', 'score': 0.059772662818431854}, {'name': 'Guilt', 'score': 0.03818746283650398}, {'name': 'Horror', 'score': 0.028956038877367973}, {'name': 'Interest', 'score': 0.47420796751976013}, {'name': 'Joy', 'score': 0.3794099986553192}, {'name': 'Love', 'score': 0.300052285194397}, {'name': 'Nostalgia', 'score': 0.08657452464103699}, {'name': 'Pain', 'score': 0.0612652562558651}, {'name': 'Pride', 'score': 0.11619344353675842}, {'name': 'Realization', 'score': 0.15305973589420319}, {'name': 'Relief', 'score': 0.12899746000766754}, {'name': 'Romance', 'score': 0.10937631130218506}, {'name': 'Sadness', 'score': 0.08387311547994614}, {'name': 'Satisfaction', 'score': 0.3258724808692932}, {'name': 'Shame', 'score': 0.03971310704946518}, {'name': 'Surprise (negative)', 'score': 0.037710338830947876}, {'name': 'Surprise (positive)', 'score': 0.0483015812933445}, {'name': 'Sympathy', 'score': 0.06330326199531555}, {'name': 'Tiredness', 'score': 0.13567520678043365}, {'name': 'Triumph', 'score': 0.07305610179901123}]",,
108,4.32,0.9999978542327881,"{'x': 796.1748046875, 'y': 211.4910888671875, 'w': 589.2265625, 'h': 803.7697143554688}","[{'name': 'Admiration', 'score': 0.20632275938987732}, {'name': 'Adoration', 'score': 0.19040438532829285}, {'name': 'Aesthetic Appreciation', 'score': 0.10910297930240631}, {'name': 'Amusement', 'score': 0.4059638977050781}, {'name': 'Anger', 'score': 0.04028896242380142}, {'name': 'Anxiety', 'score': 0.08482712507247925}, {'name': 'Awe', 'score': 0.14974506199359894}, {'name': 'Awkwardness', 'score': 0.20016658306121826}, {'name': 'Boredom', 'score': 0.224984809756279}, {'name': 'Calmness', 'score': 0.34018296003341675}, {'name': 'Concentration', 'score': 0.2673221230506897}, {'name': 'Confusion', 'score': 0.2603777348995209}, {'name': 'Contemplation', 'score': 0.15094099938869476}, {'name': 'Contempt', 'score': 0.12842532992362976}, {'name': 'Contentment', 'score': 0.2126026153564453}, {'name': 'Craving', 'score': 0.09467143565416336}, {'name': 'Desire', 'score': 0.16985319554805756}, {'name': 'Determination', 'score': 0.09323067218065262}, {'name': 'Disappointment', 'score': 0.13324591517448425}, {'name': 'Disgust', 'score': 0.05956687778234482}, {'name': 'Distress', 'score': 0.10145732760429382}, {'name': 'Doubt', 'score': 0.17996397614479065}, {'name': 'Ecstasy', 'score': 0.11116823554039001}, {'name': 'Embarrassment', 'score': 0.06757992506027222}, {'name': 'Empathic Pain', 'score': 0.04371865838766098}, {'name': 'Entrancement', 'score': 0.15346062183380127}, {'name': 'Envy', 'score': 0.04232587665319443}, {'name': 'Excitement', 'score': 0.2268955260515213}, {'name': 'Fear', 'score': 0.06697115302085876}, {'name': 'Guilt', 'score': 0.036590326577425}, {'name': 'Horror', 'score': 0.035021424293518066}, {'name': 'Interest', 'score': 0.43341338634490967}, {'name': 'Joy', 'score': 0.35343119502067566}, {'name': 'Love', 'score': 0.26036471128463745}, {'name': 'Nostalgia', 'score': 0.07848775386810303}, {'name': 'Pain', 'score': 0.06606749445199966}, {'name': 'Pride', 'score': 0.11014950275421143}, {'name': 'Realization', 'score': 0.1590607464313507}, {'name': 'Relief', 'score': 0.1299627721309662}, {'name': 'Romance', 'score': 0.10240873694419861}, {'name': 'Sadness', 'score': 0.07864373922348022}, {'name': 'Satisfaction', 'score': 0.31504198908805847}, {'name': 'Shame', 'score': 0.037474170327186584}, {'name': 'Surprise (negative)', 'score': 0.04454445093870163}, {'name': 'Surprise (positive)', 'score': 0.05695369839668274}, {'name': 'Sympathy', 'score': 0.05265849828720093}, {'name': 'Tiredness', 'score': 0.14071302115917206}, {'name': 'Triumph', 'score': 0.08243360370397568}]",,
117,4.68,0.9999996423721313,"{'x': 793.0634765625, 'y': 204.37596130371094, 'w': 579.230224609375, 'h': 794.7336578369141}","[{'name': 'Admiration', 'score': 0.09972898662090302}, {'name': 'Adoration', 'score': 0.07818308472633362}, {'name': 'Aesthetic Appreciation', 'score': 0.06958449631929398}, {'name': 'Amusement', 'score': 0.14926695823669434}, {'name': 'Anger', 'score': 0.07555349171161652}, {'name': 'Anxiety', 'score': 0.18011727929115295}, {'name': 'Awe', 'score': 0.05464569851756096}, {'name': 'Awkwardness', 'score': 0.26678046584129333}, {'name': 'Boredom', 'score': 0.34516391158103943}, {'name': 'Calmness', 'score': 0.3506195545196533}, {'name': 'Concentration', 'score': 0.43497759103775024}, {'name': 'Confusion', 'score': 0.2679544985294342}, {'name': 'Contemplation', 'score': 0.27399930357933044}, {'name': 'Contempt', 'score': 0.16713303327560425}, {'name': 'Contentment', 'score': 0.11872031539678574}, {'name': 'Craving', 'score': 0.1172022819519043}, {'name': 'Desire', 'score': 0.11631200462579727}, {'name': 'Determination', 'score': 0.1830732822418213}, {'name': 'Disappointment', 'score': 0.35925042629241943}, {'name': 'Disgust', 'score': 0.06343816220760345}, {'name': 'Distress', 'score': 0.18136727809906006}, {'name': 'Doubt', 'score': 0.3095361590385437}, {'name': 'Ecstasy', 'score': 0.031083060428500175}, {'name': 'Embarrassment', 'score': 0.14747321605682373}, {'name': 'Empathic Pain', 'score': 0.07754665613174438}, {'name': 'Entrancement', 'score': 0.10838582366704941}, {'name': 'Envy', 'score': 0.052319061011075974}, {'name': 'Excitement', 'score': 0.06219232827425003}, {'name': 'Fear', 'score': 0.07160448282957077}, {'name': 'Guilt', 'score': 0.12218204140663147}, {'name': 'Horror', 'score': 0.023812290281057358}, {'name': 'Interest', 'score': 0.3049525022506714}, {'name': 'Joy', 'score': 0.07468078285455704}, {'name': 'Love', 'score': 0.09583175182342529}, {'name': 'Nostalgia', 'score': 0.07429740577936172}, {'name': 'Pain', 'score': 0.09745210409164429}, {'name': 'Pride', 'score': 0.08412721753120422}, {'name': 'Realization', 'score': 0.15616418421268463}, {'name': 'Relief', 'score': 0.05673850327730179}, {'name': 'Romance', 'score': 0.0669073760509491}, {'name': 'Sadness', 'score': 0.21089495718479156}, {'name': 'Satisfaction', 'score': 0.13337138295173645}, {'name': 'Shame', 'score': 0.11373094469308853}, {'name': 'Surprise (negative)', 'score': 0.027850840240716934}, {'name': 'Surprise (positive)', 'score': 0.020008476451039314}, {'name': 'Sympathy', 'score': 0.0657576248049736}, {'name': 'Tiredness', 'score': 0.18439441919326782}, {'name': 'Triumph', 'score': 0.037510063499212265}]",,
125,5.0,0.9999995231628418,"{'x': 780.3263549804688, 'y': 199.87144470214844, 'w': 571.7277221679688, 'h': 772.3509063720703}","[{'name': 'Admiration', 'score': 0.16731196641921997}, {'name': 'Adoration', 'score': 0.11714904755353928}, {'name': 'Aesthetic Appreciation', 'score': 0.1013413742184639}, {'name': 'Amusement', 'score': 0.18587613105773926}, {'name': 'Anger', 'score': 0.04652822017669678}, {'name': 'Anxiety', 'score': 0.11972744762897491}, {'name': 'Awe', 'score': 0.19403603672981262}, {'name': 'Awkwardness', 'score': 0.2099754810333252}, {'name': 'Boredom', 'score': 0.339437335729599}, {'name': 'Calmness', 'score': 0.4257763624191284}, {'name': 'Concentration', 'score': 0.42718419432640076}, {'name': 'Confusion', 'score': 0.41540956497192383}, {'name': 'Contemplation', 'score': 0.2390599250793457}, {'name': 'Contempt', 'score': 0.15905557572841644}, {'name': 'Contentment', 'score': 0.13998077809810638}, {'name': 'Craving', 'score': 0.09560927003622055}, {'name': 'Desire', 'score': 0.12498845905065536}, {'name': 'Determination', 'score': 0.12142882496118546}, {'name': 'Disappointment', 'score': 0.20734357833862305}, {'name': 'Disgust', 'score': 0.0631813332438469}, {'name': 'Distress', 'score': 0.13214269280433655}, {'name': 'Doubt', 'score': 0.31313613057136536}, {'name': 'Ecstasy', 'score': 0.04937399923801422}, {'name': 'Embarrassment', 'score': 0.07854500412940979}, {'name': 'Empathic Pain', 'score': 0.05448557436466217}, {'name': 'Entrancement', 'score': 0.18350940942764282}, {'name': 'Envy', 'score': 0.0507313534617424}, {'name': 'Excitement', 'score': 0.10002321004867554}, {'name': 'Fear', 'score': 0.09492772817611694}, {'name': 'Guilt', 'score': 0.054841965436935425}, {'name': 'Horror', 'score': 0.04660983756184578}, {'name': 'Interest', 'score': 0.4037697911262512}, {'name': 'Joy', 'score': 0.11088430881500244}, {'name': 'Love', 'score': 0.12096888571977615}, {'name': 'Nostalgia', 'score': 0.07727241516113281}, {'name': 'Pain', 'score': 0.06258487701416016}, {'name': 'Pride', 'score': 0.07574901729822159}, {'name': 'Realization', 'score': 0.22173041105270386}, {'name': 'Relief', 'score': 0.10823573172092438}, {'name': 'Romance', 'score': 0.0700320303440094}, {'name': 'Sadness', 'score': 0.11052964627742767}, {'name': 'Satisfaction', 'score': 0.16276243329048157}, {'name': 'Shame', 'score': 0.047930795699357986}, {'name': 'Surprise (negative)', 'score': 0.07359685748815536}, {'name': 'Surprise (positive)', 'score': 0.07961660623550415}, {'name': 'Sympathy', 'score': 0.057206831872463226}, {'name': 'Tiredness', 'score': 0.20630362629890442}, {'name': 'Triumph', 'score': 0.04308745265007019}]",,
133,5.32,0.9999666213989258,"{'x': 718.5235595703125, 'y': 174.25364685058594, 'w': 606.887939453125, 'h': 853.0691070556641}","[{'name': 'Admiration', 'score': 0.18528059124946594}, {'name': 'Adoration', 'score': 0.144880473613739}, {'name': 'Aesthetic Appreciation', 'score': 0.09068064391613007}, {'name': 'Amusement', 'score': 0.40794870257377625}, {'name': 'Anger', 'score': 0.06894643604755402}, {'name': 'Anxiety', 'score': 0.09957170486450195}, {'name': 'Awe', 'score': 0.23987692594528198}, {'name': 'Awkwardness', 'score': 0.1906154751777649}, {'name': 'Boredom', 'score': 0.19160893559455872}, {'name': 'Calmness', 'score': 0.23607195913791656}, {'name': 'Concentration', 'score': 0.24705511331558228}, {'name': 'Confusion', 'score': 0.26066455245018005}, {'name': 'Contemplation', 'score': 0.13199427723884583}, {'name': 'Contempt', 'score': 0.1167169138789177}, {'name': 'Contentment', 'score': 0.15465816855430603}, {'name': 'Craving', 'score': 0.08684581518173218}, {'name': 'Desire', 'score': 0.11451005935668945}, {'name': 'Determination', 'score': 0.11087284237146378}, {'name': 'Disappointment', 'score': 0.13576138019561768}, {'name': 'Disgust', 'score': 0.06640654802322388}, {'name': 'Distress', 'score': 0.11835528910160065}, {'name': 'Doubt', 'score': 0.1764329969882965}, {'name': 'Ecstasy', 'score': 0.12502966821193695}, {'name': 'Embarrassment', 'score': 0.0670127123594284}, {'name': 'Empathic Pain', 'score': 0.04940615966916084}, {'name': 'Entrancement', 'score': 0.14421087503433228}, {'name': 'Envy', 'score': 0.04332059994339943}, {'name': 'Excitement', 'score': 0.29761776328086853}, {'name': 'Fear', 'score': 0.11357700079679489}, {'name': 'Guilt', 'score': 0.037431877106428146}, {'name': 'Horror', 'score': 0.07723207771778107}, {'name': 'Interest', 'score': 0.399416983127594}, {'name': 'Joy', 'score': 0.3236282467842102}, {'name': 'Love', 'score': 0.1804625242948532}, {'name': 'Nostalgia', 'score': 0.06443718820810318}, {'name': 'Pain', 'score': 0.07613766938447952}, {'name': 'Pride', 'score': 0.108033686876297}, {'name': 'Realization', 'score': 0.1770012080669403}, {'name': 'Relief', 'score': 0.09746960550546646}, {'name': 'Romance', 'score': 0.06543350219726562}, {'name': 'Sadness', 'score': 0.0802716389298439}, {'name': 'Satisfaction', 'score': 0.23694950342178345}, {'name': 'Shame', 'score': 0.03450538218021393}, {'name': 'Surprise (negative)', 'score': 0.09235303103923798}, {'name': 'Surprise (positive)', 'score': 0.1293540596961975}, {'name': 'Sympathy', 'score': 0.04676292836666107}, {'name': 'Tiredness', 'score': 0.11862446367740631}, {'name': 'Triumph', 'score': 0.10464294254779816}]",,
142,5.68,1.0,"{'x': 703.9915771484375, 'y': 187.005859375, 'w': 598.0179443359375, 'h': 817.7470703125}","[{'name': 'Admiration', 'score': 0.24315772950649261}, {'name': 'Adoration', 'score': 0.2075028419494629}, {'name': 'Aesthetic Appreciation', 'score': 0.13140855729579926}, {'name': 'Amusement', 'score': 0.3327045440673828}, {'name': 'Anger', 'score': 0.03799901530146599}, {'name': 'Anxiety', 'score': 0.08520649373531342}, {'name': 'Awe', 'score': 0.11306068301200867}, {'name': 'Awkwardness', 'score': 0.21506445109844208}, {'name': 'Boredom', 'score': 0.3370387554168701}, {'name': 'Calmness', 'score': 0.6370865106582642}, {'name': 'Concentration', 'score': 0.41626572608947754}, {'name': 'Confusion', 'score': 0.22561630606651306}, {'name': 'Contemplation', 'score': 0.22197487950325012}, {'name': 'Contempt', 'score': 0.1702210009098053}, {'name': 'Contentment', 'score': 0.3098354935646057}, {'name': 'Craving', 'score': 0.07471847534179688}, {'name': 'Desire', 'score': 0.08911015093326569}, {'name': 'Determination', 'score': 0.12378594279289246}, {'name': 'Disappointment', 'score': 0.1759805679321289}, {'name': 'Disgust', 'score': 0.04711606726050377}, {'name': 'Distress', 'score': 0.08820904046297073}, {'name': 'Doubt', 'score': 0.2236318588256836}, {'name': 'Ecstasy', 'score': 0.05570076033473015}, {'name': 'Embarrassment', 'score': 0.07237650454044342}, {'name': 'Empathic Pain', 'score': 0.04540567845106125}, {'name': 'Entrancement', 'score': 0.1602160632610321}, {'name': 'Envy', 'score': 0.0525655597448349}, {'name': 'Excitement', 'score': 0.13957461714744568}, {'name': 'Fear', 'score': 0.0508536621928215}, {'name': 'Guilt', 'score': 0.04491060599684715}, {'name': 'Horror', 'score': 0.02162540704011917}, {'name': 'Interest', 'score': 0.48695677518844604}, {'name': 'Joy', 'score': 0.28092533349990845}, {'name': 'Love', 'score': 0.2535601258277893}, {'name': 'Nostalgia', 'score': 0.10363411903381348}, {'name': 'Pain', 'score': 0.0452597439289093}, {'name': 'Pride', 'score': 0.14989213645458221}, {'name': 'Realization', 'score': 0.16206935048103333}, {'name': 'Relief', 'score': 0.13046133518218994}, {'name': 'Romance', 'score': 0.09414411336183548}, {'name': 'Sadness', 'score': 0.09532561153173447}, {'name': 'Satisfaction', 'score': 0.3140442669391632}, {'name': 'Shame', 'score': 0.04375419020652771}, {'name': 'Surprise (negative)', 'score': 0.030307510867714882}, {'name': 'Surprise (positive)', 'score': 0.03857608884572983}, {'name': 'Sympathy', 'score': 0.07941915094852448}, {'name': 'Tiredness', 'score': 0.16111719608306885}, {'name': 'Triumph', 'score': 0.0658336952328682}]",,
150,6.0,0.9999997615814209,"{'x': 681.5027465820312, 'y': 217.4021759033203, 'w': 550.9551391601562, 'h': 726.1607513427734}","[{'name': 'Admiration', 'score': 0.22821085155010223}, {'name': 'Adoration', 'score': 0.1779147833585739}, {'name': 'Aesthetic Appreciation', 'score': 0.12125205248594284}, {'name': 'Amusement', 'score': 0.35905811190605164}, {'name': 'Anger', 'score': 0.03616463020443916}, {'name': 'Anxiety', 'score': 0.08817459642887115}, {'name': 'Awe', 'score': 0.20052848756313324}, {'name': 'Awkwardness', 'score': 0.2097482681274414}, {'name': 'Boredom', 'score': 0.24637317657470703}, {'name': 'Calmness', 'score': 0.3330472707748413}, {'name': 'Concentration', 'score': 0.3454550504684448}, {'name': 'Confusion', 'score': 0.25968223810195923}, {'name': 'Contemplation', 'score': 0.20056943595409393}, {'name': 'Contempt', 'score': 0.12231700122356415}, {'name': 'Contentment', 'score': 0.174335777759552}, {'name': 'Craving', 'score': 0.14337021112442017}, {'name': 'Desire', 'score': 0.20471228659152985}, {'name': 'Determination', 'score': 0.1157119870185852}, {'name': 'Disappointment', 'score': 0.12288738042116165}, {'name': 'Disgust', 'score': 0.04586111009120941}, {'name': 'Distress', 'score': 0.0860014483332634}, {'name': 'Doubt', 'score': 0.19799268245697021}, {'name': 'Ecstasy', 'score': 0.09200085699558258}, {'name': 'Embarrassment', 'score': 0.06500227749347687}, {'name': 'Empathic Pain', 'score': 0.03506581857800484}, {'name': 'Entrancement', 'score': 0.18284380435943604}, {'name': 'Envy', 'score': 0.04791644960641861}, {'name': 'Excitement', 'score': 0.20843622088432312}, {'name': 'Fear', 'score': 0.07460255920886993}, {'name': 'Guilt', 'score': 0.03650827333331108}, {'name': 'Horror', 'score': 0.03887007758021355}, {'name': 'Interest', 'score': 0.4890018105506897}, {'name': 'Joy', 'score': 0.24972571432590485}, {'name': 'Love', 'score': 0.20275220274925232}, {'name': 'Nostalgia', 'score': 0.07617619633674622}, {'name': 'Pain', 'score': 0.041089966893196106}, {'name': 'Pride', 'score': 0.10237734019756317}, {'name': 'Realization', 'score': 0.18370243906974792}, {'name': 'Relief', 'score': 0.10364912450313568}, {'name': 'Romance', 'score': 0.1048654317855835}, {'name': 'Sadness', 'score': 0.06052390858530998}, {'name': 'Satisfaction', 'score': 0.25598013401031494}, {'name': 'Shame', 'score': 0.034734006971120834}, {'name': 'Surprise (negative)', 'score': 0.05099087953567505}, {'name': 'Surprise (positive)', 'score': 0.07182548195123672}, {'name': 'Sympathy', 'score': 0.04768410325050354}, {'name': 'Tiredness', 'score': 0.11739019304513931}, {'name': 'Triumph', 'score': 0.07456319034099579}]",,
158,6.32,0.9999964237213135,"{'x': 639.9624633789062, 'y': 200.78982543945312, 'w': 543.8394165039062, 'h': 724.4078674316406}","[{'name': 'Admiration', 'score': 0.19220605492591858}, {'name': 'Adoration', 'score': 0.13736103475093842}, {'name': 'Aesthetic Appreciation', 'score': 0.09082596004009247}, {'name': 'Amusement', 'score': 0.32991287112236023}, {'name': 'Anger', 'score': 0.0548589751124382}, {'name': 'Anxiety', 'score': 0.09495827555656433}, {'name': 'Awe', 'score': 0.37079256772994995}, {'name': 'Awkwardness', 'score': 0.14854000508785248}, {'name': 'Boredom', 'score': 0.2087567150592804}, {'name': 'Calmness', 'score': 0.1864631325006485}, {'name': 'Concentration', 'score': 0.22392414510250092}, {'name': 'Confusion', 'score': 0.25311848521232605}, {'name': 'Contemplation', 'score': 0.14519613981246948}, {'name': 'Contempt', 'score': 0.0903005450963974}, {'name': 'Contentment', 'score': 0.11870788037776947}, {'name': 'Craving', 'score': 0.10804467648267746}, {'name': 'Desire', 'score': 0.1539139598608017}, {'name': 'Determination', 'score': 0.10568997263908386}, {'name': 'Disappointment', 'score': 0.12431508302688599}, {'name': 'Disgust', 'score': 0.040945276618003845}, {'name': 'Distress', 'score': 0.11485172808170319}, {'name': 'Doubt', 'score': 0.16205370426177979}, {'name': 'Ecstasy', 'score': 0.1451955884695053}, {'name': 'Embarrassment', 'score': 0.05453797057271004}, {'name': 'Empathic Pain', 'score': 0.04183236509561539}, {'name': 'Entrancement', 'score': 0.16645392775535583}, {'name': 'Envy', 'score': 0.03761028125882149}, {'name': 'Excitement', 'score': 0.2823522686958313}, {'name': 'Fear', 'score': 0.12794162333011627}, {'name': 'Guilt', 'score': 0.03188525140285492}, {'name': 'Horror', 'score': 0.09392581880092621}, {'name': 'Interest', 'score': 0.35021093487739563}, {'name': 'Joy', 'score': 0.2337394505739212}, {'name': 'Love', 'score': 0.14396800100803375}, {'name': 'Nostalgia', 'score': 0.06522542983293533}, {'name': 'Pain', 'score': 0.07034549117088318}, {'name': 'Pride', 'score': 0.09848560392856598}, {'name': 'Realization', 'score': 0.22002875804901123}, {'name': 'Relief', 'score': 0.11641238629817963}, {'name': 'Romance', 'score': 0.06524510681629181}, {'name': 'Sadness', 'score': 0.06792524456977844}, {'name': 'Satisfaction', 'score': 0.22745682299137115}, {'name': 'Shame', 'score': 0.02795448713004589}, {'name': 'Surprise (negative)', 'score': 0.11028877645730972}, {'name': 'Surprise (positive)', 'score': 0.15581518411636353}, {'name': 'Sympathy', 'score': 0.03580227866768837}, {'name': 'Tiredness', 'score': 0.14428496360778809}, {'name': 'Triumph', 'score': 0.11526447534561157}]",,
